"マスタ商品名","セット品フラグ","商品区分","商品扱区分","航空便不可","掛率区分","商品コード","在庫数","販売予定数","販売価格","品切れ時入荷予定"
"和紋様 ｺﾞｰﾙﾄﾞ 01","1","01","1","0","61","PGT16","362","0","1000","入荷次第お届けします"
"ﾀﾞｰﾗﾅﾎｰｽ ﾈｲﾋﾞｰ","1","01","1","0","61","PGT17","416","0","650","入荷次第お届けします"
"ﾀﾞｰﾗﾅﾎｰｽ ﾚｯﾄﾞ","1","01","1","0","61","PGT18","415","0","650","入荷次第お届けします"
"ﾘｰﾌ&ﾌｫﾚｽﾄ","1","01","1","0","61","PGT19","166","0","1600","入荷次第お届けします"
"ﾊﾟﾃｨｽﾘｰ ﾌﾞﾙｰｸﾞﾚｰ 01","1","01","1","0","61","PGT20","420","0","1700","入荷次第お届けします"
"染付 吉祥 01","1","01","1","0","61","PGT21","386","0","1700","入荷次第お届けします"
"和紋ﾎﾞｰﾀﾞｰ 藍 01","1","01","1","0","61","PGT22","166","0","1200","入荷次第お届けします"
"和紋ﾎﾞｰﾀﾞｰ 朱 01","1","01","1","0","61","PGT23","186","0","1200","入荷次第お届けします"
"宝づくし 藍 01","1","01","1","0","61","PGT24","364","0","700","入荷次第お届けします"
"宝づくし 朱 01","1","01","1","0","61","PGT25","412","0","700","入荷次第お届けします"
"街並み 東欧","1","01","1","0","61","PGT26","201","0","1700","入荷次第お届けします"
"vintage mail","1","01","1","0","61","PGT27","205","0","1700","入荷次第お届けします"
"west coast style","1","01","1","0","61","PGT28","144","0","1500","入荷次第お届けします"
"ﾉﾙﾃﾞｨｯｸﾎﾞｰﾀﾞｰ ﾌﾞﾗｯｸ","1","01","1","0","61","PGT29","394","0","1400","入荷次第お届けします"
"Cadeau de Porcelarts ﾛｺﾞ","1","01","1","0","61","PGT30","413","0","500","入荷次第お届けします"
"ｸﾗｼｶﾙﾌﾞｰｹ  ﾊﾟｰﾙﾋﾟﾝｸ","1","01","1","0","61","PGT31","203","0","1800","入荷次第お届けします"
"ｸﾗｼｶﾙﾌﾞｰｹ  ﾊﾟｰﾙｼﾙﾊﾞｰ","1","01","1","0","61","PGT32","189","0","1800","入荷次第お届けします"
"12星座 01","1","01","1","0","61","PGT33","206","0","1600","入荷次第お届けします"
"十二支 01","1","01","1","0","61","PGT34","213","0","1500","入荷次第お届けします"
"ﾌﾟﾚｾﾞﾝﾄ ｶﾄﾞﾍﾟｰﾊﾟｰ ﾌﾞﾙｰ&ﾋﾟﾝｸ","2","01","1","0","48","PGZ01","283","0","0",""
"クリスマスオブジェ （予約）","1","03","1","0","61","Q028","0","0","1500","予約終了致しました"
"ｶｼﾞｭｱﾙｱﾙﾌｧﾍﾞｯﾄ（予約）","1","03","1","0","61","Q135","0","0","800","予約終了致しました"
"ｸﾘｽﾏｽｼﾙｴｯﾄ（予約）","1","03","1","0","61","Q137","0","0","1200","予約終了致しました"
"ｸﾗｼｯｸｸﾘｽﾏｽ （予約）","3","03","1","0","61","Q217","0","0","1600","予約終了致しました"
"ｸﾞﾗﾃﾞｰｼｮﾝ（濃紺）（予約）","3","03","1","0","61","Q218","0","0","1400","予約終了致しました"
"ｽﾀｰﾁﾝﾂ（予約）","3","03","1","0","61","Q219","0","0","1200","予約終了致しました"
"ｸﾘｽﾏｽﾎﾞｰﾀﾞｰ002 （予約）","3","03","1","0","61","Q220","0","0","1400","予約終了致しました"
"ﾘﾎﾞﾝﾌﾗﾜｰ（ﾋﾟﾝｸ）（予約）","3","03","1","0","61","Q221","0","0","1600","予約終了致しました"
"ﾘﾎﾞﾝﾌﾗﾜｰ（ﾌﾞﾙｰ）（予約）","3","03","1","0","61","Q222","0","0","1600","予約終了致しました"
"ﾌﾗﾜｰﾁﾝﾂ （予約）","3","03","1","0","61","Q223","0","0","1200","予約終了致しました"
"ﾍﾞｼﾞﾀﾌﾞﾙ001（予約）","3","03","1","0","61","Q224","0","0","1600","予約終了致しました"
"ﾌﾙｰﾂ001（予約）","3","03","1","0","61","Q225","0","0","1600","予約終了致しました"
"ｸﾘｽﾏｽｷｬｯﾄ（予約）","3","03","1","0","61","Q226","0","0","1600","予約終了致しました"
"ｸﾘｽﾏｽｶﾞｰﾙ（予約）","3","03","1","0","61","Q227","0","0","1600","予約終了致しました"
"たのしいクリスマス （予約）","3","03","1","0","61","Q228","0","0","1400","予約終了致しました"
"雪の結晶 （予約）","3","03","1","0","61","Q229","0","0","1400","予約終了致しました"
"和小物 （予約）","3","03","1","0","61","Q230","0","0","1600","予約終了致しました"
"扇 （予約）","3","03","1","0","61","Q231","0","0","1800","予約終了致しました"
"ﾛｰｽﾞ003（予約）","3","03","1","0","61","Q232","0","0","1600","予約終了致しました"
"ﾌﾗﾜｰ＆ﾊﾞﾀﾌﾗｲ（予約）","3","03","1","0","61","Q233","0","0","1600","予約終了致しました"
"ﾗｲﾄﾌﾞｰｹﾞﾝﾋﾞﾘｱ001（予約）","3","03","1","0","61","Q234","0","0","450","予約終了致しました"
"ﾗｲﾄﾌﾞﾙｰｸﾚｰﾙ001（予約）","3","03","1","0","61","Q235","0","0","380","予約終了致しました"
"ﾗｲﾄﾌﾞﾙｰｸﾚｰﾙ002（予約）","3","03","1","0","61","Q236","0","0","380","予約終了致しました"
"ﾏﾙﾁﾎﾞｰﾀﾞｰ(黒ﾒﾀﾘｯｸｺﾞｰﾙﾄﾞ)予約","3","03","1","0","61","Q237","0","0","1200","予約終了致しました"
"和の花ﾎﾞｰﾀﾞｰ（予約）","3","03","1","0","61","Q238","0","0","1600","予約終了致しました"
"体験会用ｸﾘｽﾏｽﾓﾁｰﾌ（予約）","3","03","1","0","61","Q239","0","0","800","予約終了致しました"
"ﾚｰｽ005（予約）","3","03","1","0","61","Q240","0","0","1200","予約終了致しました"
"ｼｯｸｸﾘｽﾏｽ（予約）","3","03","1","0","61","Q241","0","0","1600","予約終了致しました"
"ｳｲﾝﾀｰｽﾎﾟｰﾂ（予約）","3","03","1","0","61","Q242","0","0","1600","予約終了致しました"
"ｱﾆﾏﾙﾄｲｸﾘｽﾏｽ（予約）","3","03","1","0","61","Q243","0","0","1800","予約終了致しました"
"ｶｼﾞｭｱﾙｱﾙﾌｧﾍﾞｯﾄ（ｶﾗﾌﾙ）（予約）","3","03","1","0","61","Q244","0","0","1000","予約終了致しました"
"ｸｯｷｰｸﾘｽﾏｽ（予約）","3","03","1","0","61","Q245","0","0","1400","予約終了致しました"
"ﾆｯﾄﾏｸﾞｶｯﾌﾟ （予約）","3","03","1","0","61","Q246","0","0","1600","予約終了致しました"
"麻の葉 （予約）","3","03","1","0","61","Q247","0","0","1200","予約終了致しました"
"ﾊｯﾋﾟｰﾙｰｽﾀｰ（予約）","3","03","1","0","61","Q248","0","0","800","予約終了致しました"
"ﾜｰﾄﾞ （予約）","3","03","1","0","61","Q249","0","0","1000","予約終了致しました"
"金ちらし（予約）","3","03","1","0","61","Q250","0","0","1600","予約終了致しました"
"ｱﾝﾃｨｰｸﾃｰﾌﾞﾙｳｴｱ    （予約）","3","03","1","0","61","Q251","0","0","1600","予約終了致しました"
"ﾊﾟﾀｰﾝﾊﾞﾀﾌﾗｲ （予約）","3","03","1","0","61","Q252","0","0","1400","予約終了致しました"
"ﾈｰﾑﾀｸﾞ（予約）","3","03","1","0","61","Q253","0","0","1200","予約終了致しました"
"ﾀｯｾﾙﾘﾎﾞﾝ（予約）","3","03","1","0","61","Q254","0","0","1200","予約終了致しました"
"市松模様（ﾒﾀﾘｯｸｺﾞｰﾙﾄﾞ）(予約)","1","03","1","0","61","Q313","0","0","1200","予約終了致しました"
"ｶﾞﾗｽ用ｸﾗｼｶﾙﾎﾞｰﾀﾞｰ(ﾌﾞﾙｰ)(予約)","3","03","1","0","61","Q324","0","0","1600","予約終了致しました"
"ｶﾞﾗｽ用ｸﾗｼｶﾙﾎﾞｰﾀﾞｰ(ﾋﾟﾝｸ)(予約)","3","03","1","0","61","Q325","0","0","1600","予約終了致しました"
"ﾊﾟｽﾃﾙｽﾉｰﾀｳﾝ（予約）","1","03","1","0","61","Q343","0","0","800","予約終了致しました"
"座り雛（予約）","1","03","1","0","61","Q993","0","0","1800","予約終了致しました"
"ﾋｲﾗｷﾞ（予約）","1","03","1","0","61","QN218","0","0","800","予約終了致しました"
"ﾊｯﾋﾟｰｸﾘｽﾏｽ   （予約）","1","03","1","0","61","QN324","0","0","800","予約終了致しました"
"ポット  007  (謝恩品）","2","01","1","0","61","S181","0","0","1000",""
"ツリー形小皿(ｾｰﾙ品）","2","03","1","0","42","S220","0","0","150",""
"ガラス用単色転写紙ﾎﾜｲﾄ（ｿﾌﾄ）","3","01","1","0","62","S231","201","0","280","入荷次第お届けします"
"ガラス用単色転写紙ﾗｲﾄｲｴﾛｰ","3","01","1","0","61","S232","263","0","350","入荷次第お届けします"
"ガラス用単色転写紙ベビーピンク","3","01","1","0","61","S233","215","0","360","入荷次第お届けします"
"ガラス用単色転写紙ベビーブルー","3","01","1","0","61","S234","113","0","350","入荷次第お届けします"
"ガラス用単色転写紙ペパーミント","3","01","1","0","61","S235","88","0","350","入荷次第お届けします"
"ガラス用単色転写紙5色ｾｯﾄ","2","01","1","0","61","S236","88","0","1550",""
"ｶﾞﾗｽ用クラシカルブルーフラワー","3","01","1","0","61","S237","31","0","750","入荷次第お届けします"
"ｶﾞﾗｽ用フラワー001","3","03","1","0","61","S238","0","0","800","販売終了致しました"
"ｶﾞﾗｽ用ｸﾗｼｯｸﾎﾞｰﾀﾞｰ（ハーフ）","3","01","1","0","61","S239","262","0","600","入荷次第お届けします"
"ｶﾞﾗｽ用ｸﾗｼｯｸﾎﾞｰﾀﾞｰ(ﾎﾜｲﾄ)(ﾊｰﾌ）","3","01","1","0","61","S240","229","0","600","入荷次第お届けします"
"ガラス用ガールズルーム","1","03","1","0","61","S241","0","0","1850","販売終了致しました"
"ガラス用ﾛｰｽﾞ・ﾚｯﾄﾞｸﾛｰﾊﾞｰ","1","01","1","0","61","S242","400","0","1430","入荷次第お届けします"
"ガラス用ブルーベリー","1","01","1","0","61","S243","365","0","1430","入荷次第お届けします"
"ガラス用グリーティング英数字","1","01","1","0","61","S244","363","0","880","入荷次第お届けします"
"ガラス用サテン","1","01","1","0","61","S245","58","0","450","入荷次第お届けします"
"ガラス用シルエット001〈サテン","1","03","1","0","61","S246","0","0","1800","販売終了致しました"
"ガラス用ストライプ<ﾍﾞﾋﾞｰﾋﾟﾝｸ>","3","01","1","0","61","S247","58","0","500","入荷次第お届けします"
"ガラス用ストライプ<ﾍﾞﾋﾞｰﾌﾞﾙｰ>","3","01","1","0","61","S248","99","0","500","入荷次第お届けします"
"ガラス用ストライプ<ホワイト>","1","01","1","0","61","S249","87","0","500","入荷次第お届けします"
"ガラス用ドット〈ﾍﾞﾋﾞｰﾋﾟﾝｸ〉","3","01","1","0","61","S250","12","0","500","入荷次第お届けします"
"ﾍﾟｰｽﾄｶﾞﾗｽ絵の具ｴｸﾗ イエロー","3","01","1","0","61","S252","60","0","720","入荷次第お届けします"
"ﾍﾟｰｽﾄｶﾞﾗｽ絵の具ｴｸﾗ グリーン","3","01","1","0","61","S253","53","0","720","入荷次第お届けします"
"ﾍﾟｰｽﾄｶﾞﾗｽ絵の具ｴｸﾗ ブルー","3","01","1","0","61","S254","13","0","720","入荷次第お届けします"
"ﾍﾟｰｽﾄｶﾞﾗｽ絵の具ｴｸﾗ マロン","3","01","1","0","61","S255","17","0","1600","入荷次第お届けします"
"ﾍﾟｰｽﾄｶﾞﾗｽ絵の具ｴｸﾗ ブラック","3","01","1","0","61","S256","31","0","720","入荷次第お届けします"
"ﾍﾟｰｽﾄｶﾞﾗｽ絵の具ｴｸﾗ ホワイト","3","01","1","0","61","S257","73","0","720","入荷次第お届けします"
"ﾍﾟｰｽﾄｶﾞﾗｽ絵の具ｴｸﾗ ﾒﾀﾘｯｸｺﾞｰﾙﾄﾞ","3","01","1","0","61","S258","44","0","1440","入荷次第お届けします"
"ﾍﾟｰｽﾄｶﾞﾗｽ絵の具ｴｸﾗ ７色セット","2","01","1","0","61","S260","13","0","6480",""
"ｶﾞﾗｽ板 長方150","1","01","1","0","61","S261","47","0","680","入荷次第お届けします"
"ｶﾞﾗｽ&ﾀｲﾙ立体ﾌﾚｰﾑ","1","01","1","0","62","S262","136","0","2400","入荷次第お届けします"
"ガラス板 正方148(2枚セット）","1","01","1","0","47","S263","70","0","1350","入荷次第お届けいたし"
"香水ビン ﾍﾟﾝﾀﾞﾝﾄ ハート型","1","03","1","0","65","S264","0","0","800","販売終了致しました"
"香水ビン ﾍﾟﾝﾀﾞﾝﾄ ブレッド型","1","03","1","0","65","S265","0","0","840","販売終了致しました"
"ガラス15cmプレート","1","01","1","0","65","S266","140","0","680","入荷次第お届けします"
"ガラスドレッシーワイングラス","1","01","1","0","65","S267","323","0","700","入荷次第お届けします"
"ガラス カップ001","1","01","1","0","65","S268","270","0","500","入荷次第お届けします"
"ガラス カップ002","1","01","1","0","65","S269","154","0","380","入荷次第お届けします"
"ガラス 玉飾りリムプレート大","1","03","1","0","65","S270","0","0","1600","限定数終了しました"
"ガラス用ドット〈ﾍﾞﾋﾞｰﾌﾞﾙｰ〉","3","01","1","0","61","S272","135","0","500","入荷次第お届けします"
"ガラス用ドット〈ホワイト〉","3","01","1","0","61","S273","69","0","500","入荷次第お届けします"
"ｶﾞﾗｽ用アラベスク〈ホワイト〉","3","01","1","0","61","S274","185","0","700","入荷次第お届けします"
"ｶﾞﾗｽ用アラベスク〈ｼｬﾝﾊﾟﾝｺﾞｰﾙﾄﾞ","3","01","1","0","61","S275","96","0","700","入荷次第お届けします"
"ｶﾞﾗｽ用ボーダーA〈ゴールド〉","3","01","1","0","61","S276","201","0","1800","入荷次第お届けします"
"ｶﾞﾗｽ用ボーダーA〈プラチナ〉","3","01","1","0","61","S277","237","0","1800","入荷次第お届けします"
"ｶﾞﾗｽ用ボーダーB〈ゴールド〉","3","01","1","0","61","S278","46","0","1800","入荷次第お届けします"
"ｶﾞﾗｽ用ボーダーB〈プラチナ〉","3","01","1","0","61","S279","458","0","1800","入荷次第お届けします"
"八角ガラス＆ミラー額(ｺﾞｰﾙﾄﾞ)","1","03","1","0","61","S283","0","0","4500","限定数終了しました"
"ガラス ハイグラス","1","01","1","0","65","S284","199","0","650","入荷次第お届けします"
"ガラス用単色転写紙5色ｾｯﾄ","1","01","1","0","61","S287","83","0","1550","入荷次第お届けします"
"ｶﾞﾗｽ用かわいいｸﾘｽﾏｽ","1","03","1","0","61","S288","0","0","700","限定数終了致しました"
"ｶﾞﾗｽ用  ｼﾀﾞ","1","01","1","0","61","S289","255","0","1200","入荷次第お届けします"
"ｶﾞﾗｽ用レース柄（ゴールド）","1","01","1","0","61","S290","55","0","1800","入荷次第お届けします"
"ｶﾞﾗｽ用ｸﾘﾝｶｰ(ﾚｰｽ)","1","03","1","0","61","S291","0","0","1800","限定数終了しました"
"ｶﾞﾗｽ用ﾌｧｳﾞｫﾘｼﾙｴｯﾄB(ﾎﾜｲﾄ)","1","03","1","0","61","S292","0","0","1000","限定数終了致しました"
"ガラス用プチゴールドフラワー","1","03","1","0","61","S293","0","0","2800","限定数終了致しました"
"ガラス用飾り枠","3","03","1","0","61","S294","0","0","1800","限定数終了致しました"
"ｶﾞﾗｽ用ｼﾙｴｯﾄ（ｷｯｽﾞ）ｻﾃﾝ","1","03","1","0","61","S295","0","0","1200","販売終了致しました"
"ｶﾞﾗｽ用ﾎﾞｰﾀﾞｰC(ﾎﾜｲﾄ）","1","03","1","0","61","S297","1","0","1200","限定数終了致しました"
"ｶﾞﾗｽ用ｼﾙｴｯﾄｶﾞｰﾙ（ﾎﾜｲﾄ）","1","03","1","0","61","S299","0","0","1000","限定数終了致しました"
"ｶﾞﾗｽ用ｴﾚｶﾞﾝﾄﾎﾞｰﾀﾞｰ","1","01","1","0","61","S300","314","0","1200","入荷次第お届けします"
"ｶﾞﾗｽ用ｱﾙﾌｧﾍﾞｯﾄ･飾り枠(ﾎﾜｲﾄ)","1","01","1","0","61","S313","358","0","900","入荷次第お届けします"
"ｶﾞﾗｽ用金ちらし（ｺﾞｰﾙﾄﾞ）","1","03","1","0","61","S314","0","0","1800","限定数終了致しました"
"ｶﾞﾗｽ用ｴﾚｶﾞﾝﾄﾎﾞｰﾀﾞｰ（ｻﾃﾝ）","1","03","1","0","61","S315","-3","0","1200","限定数終了致しました"
"ｶﾞﾗｽ用ｽｳｨｰﾄﾓﾁｰﾌ（ｽﾃﾝﾄﾞｸﾞﾗｽ風）","1","03","1","0","61","S316","-2","0","1600","限定数終了致しました"
"ｶﾞﾗｽ用ﾌﾞﾙｰﾏｰﾌﾞﾙ","1","03","1","0","61","S317","2","0","1400","限定数終了致しました"
"ｶﾞﾗｽ用ﾊﾜｲｱﾝ（ｻﾃﾝ）","1","03","1","0","61","S318","-1","0","1400","限定数終了致しました"
"ｶﾞﾗｽ用ﾊﾜｲｱﾝ（ﾌﾞﾙｰ）","1","01","1","0","61","S319","62","0","1400","限定数終了致しました"
"ｶﾞﾗｽ用ﾗｲﾄﾋﾟﾝｸﾌﾗﾜｰ","1","01","1","0","61","S320","20","0","1800","限定数終了致しました"
"ｶﾞﾗｽ用単色転写紙黒","1","01","1","0","62","S321","86","0","400","入荷次第お届けします"
"ｶﾞﾗｽ用単色転写紙茶","1","01","1","0","62","S322","258","0","400","入荷次第お届けします"
"ｶﾞﾗｽ用単色転写紙紺","1","01","1","0","62","S323","181","0","400","入荷次第お届けします"
"ｶﾞﾗｽ用ｸﾗｼｶﾙﾎﾞｰﾀﾞｰ（ﾌﾞﾙｰ）S324","3","01","1","0","61","S324","60","0","1600","限定数終了致しました"
"ｶﾞﾗｽ用ｸﾗｼｶﾙﾎﾞｰﾀﾞｰ（ﾋﾟﾝｸ）S325","3","01","1","0","61","S325","79","0","1600","限定数終了致しました"
"ｶﾞﾗｽ用ｻｲｹﾌﾗﾜｰ（ﾌﾞﾙｰ）","1","01","1","0","61","S326","246","0","1400","限定数終了致しました"
"ｶﾞﾗｽ用ﾃｨｰﾀｲﾑ（ﾎﾜｲﾄ）","1","01","1","0","61","S327","270","0","1000","限定数終了致しました"
"ｶﾞﾗｽ用ｱﾙﾌｧﾍﾞｯﾄ（ﾎﾜｲﾄ）","1","01","1","0","61","S328","188","0","1000","限定数終了致しました"
"ｶﾞﾗｽ用幾何学ﾗｲﾝ001","1","01","1","0","61","S329","207","0","1200","限定数終了致しました"
"ｶﾞﾗｽ用幾何学ﾗｲﾝ002（ﾍﾟｰﾙ）","1","01","1","0","61","S330","208","0","1200","限定数終了致しました"
"ｶﾞﾗｽ用ﾂｲｰﾄﾞ(ﾎﾜｲﾄ）","1","01","1","0","61","S331","241","0","1200","限定数終了致しました"
"ｶﾞﾗｽ用ﾂｲｰﾄﾞ（ﾒﾀﾘｯｸｺﾞｰﾙﾄﾞ）","1","01","1","0","61","S332","245","0","1200","限定数終了致しました"
"ｶﾞﾗｽ用ｶｼﾞｭｱﾙｱﾙﾌｧﾍﾞｯﾄ","3","01","1","0","61","S333","0","0","1200",""
"ｶﾞﾗｽ用ｽﾀｲﾘｯｼｭﾌﾗﾜｰ","3","01","1","0","61","S334","0","0","1200",""
"ｶﾞﾗｽ用ﾏｰｶﾞﾚｯﾄ002","3","01","1","0","61","S335","0","0","1200",""
"ｶﾞﾗｽ用ﾌｫﾄﾌﾟﾛｯﾌﾟｽ","3","01","1","0","61","S336","0","0","1200",""
"ｶﾞﾗｽ用ﾌﾞﾙｰﾓｻﾞｲｸ","3","01","1","0","61","S337","0","0","1200",""
